Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Correspondence Address,Editors,Publisher,ISSN,ISBN,CODEN,PubMed ID,Language of Original Document,Abbreviated Source Title,Document Type,Publication Stage,Access Type,Source,EID,calificacion
Ukena M.,6602587269;,Net profits: Using the Web to boost your business,2004,Screen Printing,94,10,,58,64,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33744510307&partnerID=40&md5=77ff7393c69d5c42c41caf1628ea4b99,"Academy of Screen Printing Technology; Union Ink Co., Inc.","Ukena, M., Academy of Screen Printing Technology, Union Ink Co., Inc.","Several small screen printing companies are using Internet marketing for a variety of products and services to reach a broader customers base and gain significant recognition in little time. Before making such a move, the companies must look for certain issues like Web presentation, role of a third party in the collection of payments, general credit and payment policy, services available, lead time, and contact details. Various resources one must look into before launching a web site are finding a domain name, finding a hosting service (the Internet service provider) and development of the Webster itself. The homepage presentation, ease of navigation, shopping cart, catalog, and provision for visitors response have to be taken care of in the development process. Regular updation and changes in the Webster are required if it is expected that the visiting frequency is high. The decision to get the web page developed by a web programmer or by one's own staff also plays an important role.",,Internet; Marketing; Pattern recognition; Public policy; Homepage presentation; Internet service provider); Payment policy; Screen printing companies; Screen printing; Internet; Marketing; Navigational Equipment; Silk Screen Printing,"Ukena, M.; Union Ink Co., Inc.",,,369594,,,,English,Screen Print,Review,Final,,Scopus,2-s2.0-33744510307,2
"Patrick M.L., Miller G.L.",57197322573;57191767834;,Internet Adoption by Entrepreneurial Small Firms (ESF’s): Purchasing Versus Non-Purchasing Behaviors,2004,Journal of Research in Marketing and Entrepreneurship,6,1,,33,43,,,10.1108/14715200480001353,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84993093087&doi=10.1108%2f14715200480001353&partnerID=40&md5=e3203f1a5fabc7bae610d8978e6e6c38,"West Chester University, United States; Mercer University, United States","Patrick, M.L., West Chester University, United States; Miller, G.L., Mercer University, United States","Current models of Internet adoption at the marketing/entrepreneurship interface focus on the Entrepreneurial Small Firm (ESF) as the supplier in a supplier/buyer relationship. Analysis of a data set, which captured selected ESF Internet buying behaviours, offers insights from the buyer perspective. The authors present these findings and propose implications for the supplier/buyer relationship. © 2004, Emerald Group Publishing Limited",Adoption; Behaviour; Internet,,,,,14715201,,,,English,J. Res. Mark. Entrep.,Review,Final,,Scopus,2-s2.0-84993093087,3
Lautenslager A.,56628226300;,Online marketing - Part II,2004,Quick Printing,27,10,,46,48,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-3342980696&partnerID=40&md5=dd4a440fb16f42632ce066591f28dcc1,,"Lautenslager, A.","The use of email, an online activity, in marketing is discussed. For most small businesses, permission-based email marketing campaigns are the cost-effective ways to reach customers. This can consist of email newsletters or targeted personalized email messages. Email marketing can be a tool for branding, direct response, and building relationships. It is cheap, easy to use, and almost everyone has an email address. Email marketing includes sending direct promotional emails to interested prospects and providing information to acquire new customers or to sell to existing customers. It can also be used to keep in touch with customers, to encourage customer loyalty, and to further customer relationships.",,Cost effectiveness; Customer satisfaction; Electronic commerce; Electronic mail; Industrial management; Internet; Marketing; Online systems; Publishing; E-courses; Email marketing; Online advertisements; Online newsletters; Printing; Cost Effectiveness; E-commerce; Internet; Marketing; Printing; Publishing; Technical Services,,,,1914588,,,,English,Quick Print,Review,Final,,Scopus,2-s2.0-3342980696,2
"Fillis I., Johannson U., Wagner B.",6507190071;57191049609;7402578181;,Factors impacting on e-business adoption and development in the smaller firm,2004,International Journal of Entrepreneurial Behaviour & Research,10,3,,178,191,,125,10.1108/13552550410536762,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84986172680&doi=10.1108%2f13552550410536762&partnerID=40&md5=ba5acacec6ac2c37dc85d07b823b3183,"Department of Marketing, Faculty of Management, University of Stirling, Stirling, United Kingdom; Department of Business Administration, Lund University, Lund, Sweden","Fillis, I., Department of Marketing, Faculty of Management, University of Stirling, Stirling, United Kingdom; Johannson, U., Department of Business Administration, Lund University, Lund, Sweden; Wagner, B., Department of Marketing, Faculty of Management, University of Stirling, Stirling, United Kingdom","Globalisation and technology effects appear to have spurred smaller firms around the world to embrace e-business practices. However, there is considerable variability in adoption and usage from country to country. Drawing on existing research on e-business and conventional business and marketing in the smaller firm, this paper formulates a conceptual framework of reasons behind adoption and non-adoption in the smaller firm. Macro dimensions, industry sector and firm-level factors are analysed, together with owner/manager motivations and attitudes towards e-business adoption. A conceptual framework is constructed and research propositions are then developed in order to focus attention on sets of internal and external factors which impact on smaller firm e-business usage. Recommendations for future theory development are presented, together with implications for industry bodies involved in supporting the SME sector. © 2004, Emerald Group Publishing Limited",Competences; Electronic commerce; Entrepreneurs; Internet marketing; Small to medium-sized enterprises,,,,,13552554,,,,English,Int. J. Entrep. Behav. Res.,Article,Final,,Scopus,2-s2.0-84986172680,3
Merlin B.,6504622344;,Internet marketing in exports - A useful tool for small businesses,2004,Small Enterprise Development,15,4,,38,44,,1,10.3362/0957-1329.2004.047,https://www.scopus.com/inward/record.uri?eid=2-s2.0-13444249695&doi=10.3362%2f0957-1329.2004.047&partnerID=40&md5=779fd802eab3c0b77e91543924bfaf8d,,"Merlin, B.","Internet marketing is on the rise, and developing country export companies can use it to overcome some of their competitive disadvantages. This article describes a study of small and medium-sized exporters in the wine industry in Chile and the coffee industry in Costa Rica. In Chile, extranets were found to be useful for communicating with importers around the world and providing marketing materials; in Costa Rica, some exporters found online shops to be a good way of increasing turnover with higher margins. Constraints to the adoption of internet marketing are discussed.",,export; international comparison; Internet; marketing; small scale industry; technological development; telecommunication,,,Intermediate Technology Publications Ltd,9571329,,,,English,Small Enterp. Dev.,Article,Final,,Scopus,2-s2.0-13444249695,3
"Çetin B., Akpinar A., Ozsaym D.",56186371400;6602788434;6503859342;,The use of information and communication technologies as a critical success factor for marketing in Turkish agri-food companies,2004,Food Reviews International,20,3,,221,228,,6,10.1081/FRI-200029420,https://www.scopus.com/inward/record.uri?eid=2-s2.0-6344263512&doi=10.1081%2fFRI-200029420&partnerID=40&md5=4e21f37b042e5044d2e7edeb2ba91af4,"Uludag University, Faculty of Agriculture, Department of Agricultural Economics, Bursa, Turkey; Uludag University, Faculty of Agriculture, Department of Agricultural Economics, Bursa 16059, Turkey","Çetin, B., Uludag University, Faculty of Agriculture, Department of Agricultural Economics, Bursa, Turkey, Uludag University, Faculty of Agriculture, Department of Agricultural Economics, Bursa 16059, Turkey; Akpinar, A., Uludag University, Faculty of Agriculture, Department of Agricultural Economics, Bursa, Turkey; Ozsaym, D., Uludag University, Faculty of Agriculture, Department of Agricultural Economics, Bursa, Turkey","In the mid to late 1980s, the rapid growth in computer networks and online services directed companies, including those in the agri-food industry, to use information and communication technologies (ICT). As a result of this progress, small and medium sized enterprises (SMEs) need to change to remain competitive in the rapidly changing business environment of the twenty-first century through the use of Internet and Web sites. The use of ICT as communication and marketing platforms provides agri-food SMEs considerable advantage. The main aim of this article is to examine the impact of the Internet and Web sites on the marketing of Turkish agri-food SMEs and to obtain information about the uses of ICT by these firms. This is reported by a two-stage survey undertaken by the Turkish agri-food directorate (KOBI).",Agri-food; Internet; Marketing; Small and medium sized enterprises,Competition; Electronic commerce; Food products plants; Information technology; International trade; Internet; Marketing; Societies and institutions; Agri-food; Communication technologies; Small and medium sized enterprises; Turkish agri-food companies; Agricultural products,"Çetin, B.; Uludag University, Faculty of Agriculture, Department of Agricultural Economics, Bursa 16059, Turkey; email: bcetin@uludagedu.tr",,Taylor and Francis Inc.,87559129,,,,English,Food Rev. Int.,Article,Final,,Scopus,2-s2.0-6344263512,3
Faustmann R.,6504170220;,Multi-location organisation in the service sector: An exploratory study of small advertising businesses in cities [Multiple Standortorganisation in der Dienstleistungswirtschaft: Explorative Studie anhand von städtischen Kleinbetrieben der Werbewirtschaft],2003,Wirtschaftsgeographische Studien,,29,,65,86,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-1842473188&partnerID=40&md5=2d6214ceaa92b035ec5e1536d6174356,,"Faustmann, R.","Starting from the statement that in economic geography up to now the processes of service production itself have hardly been studied in detail, the author traces the actual production processes in two small firms of the advertising industry - one mainly engaged in print media, the other in internet advertising - both located in Vienna. The theoretical basis of the study is the model of 'function-related location orientation' (""Modell der funktionsaffinen Standortorientierung"") first published by Staudacher (1991). By means of a diary-like protocol method (combined with participating observation) the single steps of production are recorded in detail, thus enabling an analysis, including graphical visualisation, of the following aspects: How many contacts occur, who are the contact partners (internal/external service producers, machines, the client)? Are the contacts direct or indirect, face-to-face or via IT media? Where do the contacts take place (in the advertising firm, at external producers, with the client)? - In sum, the study provides deeper insight into contact intensity, media utilisation, location dependence and other characteristics of intermediate service production in European cities. The study's own findings are systematically contrasted with the pertinent geographic and business literature.",,advertising; industrial practice; production system; service sector; Austria; Central Europe; Eurasia; Europe; Vienna,,,,10170510,,,,German,Wirtsch.geogr. Stud.,Article,Final,,Scopus,2-s2.0-1842473188,3
"Jones C., Hecker R., Holland P.",55444571600;7004423079;12802829200;,"Small firm Internet adoption: Opportunities forgone, a journey not begun",2003,Journal of Small Business and Enterprise Development,10,3,,287,297,,48,10.1108/14626000310489763,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84986038171&doi=10.1108%2f14626000310489763&partnerID=40&md5=17d8eee5669a62a6922520159331c731,"School of Management, University of Tasmania, Hobart, Australia; Department of Management, Faculty of Business and Economics, Monash University, Victoria, Australia","Jones, C., School of Management, University of Tasmania, Hobart, Australia; Hecker, R., School of Management, University of Tasmania, Hobart, Australia; Holland, P., Department of Management, Faculty of Business and Economics, Monash University, Victoria, Australia","This paper explores the endeavours of five small firms to develop Web-based commerce capabilities within their existing operations. The focus is on the strategic acquisition and exploitation of knowledge which underpins new value creating activities related to Web-based commerce. A normative Web-based commerce adoption model developed from a review of the extant literature related to electronic marketing, entrepreneurship, and the diffusion of new innovations was empirically tested. A multiple case study design enabled the exploration of contemporary marketing and entrepreneurship issues within the real life context of five small firms. The model aimed to emphasis best-practice adoption methods emphasizing the value of a firm’s market orientation and entrepreneurial capabilities. A preliminary test of the model’s theoretical contentions lent support to its overall focus, but found that the firm’s existing learning capabilities were diminished during the adoption of Web-based commerce, and that a lack of vision and prior knowledge produced sub-optimal adoption outcomes. © 2003, MCB UP Limited",Australia; Electronic commerce; Entrepreneurialism; Internet marketing; Market orientation; Small- to medium-sized enterprises,,,,,14626004,,,,English,J. Small Bus. Enterp. Dev.,Article,Final,,Scopus,2-s2.0-84986038171,3
"Moen Ø., Endresen I., Gavlen M.",7004889399;6602542133;6504729973;,Executive Insights: Use of the Internet in International Marketing: A Case Study of Small Computer Software Firms,2003,Journal of International Marketing,11,4,,129,149,,36,10.1509/jimk.11.4.129.20146,https://www.scopus.com/inward/record.uri?eid=2-s2.0-1642366654&doi=10.1509%2fjimk.11.4.129.20146&partnerID=40&md5=18b2cf2f069b8c3700c14b7b959229e7,"Department of Industrial Economics, Norwegian Inst. of Sci./Technology, Norway; WeatherOne AS, Oslo, Norway; Global Arch./Core Technologies Group, Accenture, Sophia Antipolis, France","Moen, Ø., Department of Industrial Economics, Norwegian Inst. of Sci./Technology, Norway; Endresen, I., WeatherOne AS, Oslo, Norway; Gavlen, M., Global Arch./Core Technologies Group, Accenture, Sophia Antipolis, France","This study focuses on how small exporting firms use the Internet in their international marketing activities. The authors conducted six case studies of software firms. The software sector has several notable features: It is one of the world's fastest-growing industries, its products can be distributed electronically, and software companies are ""Internet literate."" This study's findings suggest that most firms use the Internet to search for information about customers, distributors, and partners. The Internet does not replace personal sales; most firms reported a rather complex purchasing process and an extensive need for communication with customers before the purchase decision. The authors found standardized products to be most suited for Internet-based sales; however, standardization reduced firms' competitive advantage and profit margins. Software firms' most significant use of the Internet was for postsales service and support activities; these activities both generated revenue and improved customer relations. Partnership agreements with well-known firms, positive product reviews, and image building through the Internet were important to most firms in order to reduce the uncertainty that potential customers often experience when unknown suppliers offer unfamiliar products. The authors also discuss implications for managers in industrial sectors other than software.",,,,,American Marketing Association,1069031X,,,,English,J. Int. Mark.,Article,Final,,Scopus,2-s2.0-1642366654,3
"Kato T., Yokoi S.",56942709400;57212330883;,Application of P2P (Peer-to-Peer) technology to marketing,2003,"Proceedings - 2003 International Conference on Cyberworlds, CW 2003",,,1253478,372,379,,4,10.1109/CYBER.2003.1253478,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84946236001&doi=10.1109%2fCYBER.2003.1253478&partnerID=40&md5=5593f926dd4834a2d8cf2859204248fd,"Graduate School of Human Informatics, Nagoya University, Japan","Kato, T., Graduate School of Human Informatics, Nagoya University, Japan; Yokoi, S., Graduate School of Human Informatics, Nagoya University, Japan","Peer-to-Peer (P2P) networks are spreading, and their practical applications for the business scene are promising. However, the essence of P2P is missed by broad interpretations that do not make it a problem whether to use P2P technology. Incidentally, although marketing activity currently consists mainly of Web pages or mail, it is difficult to actively find latent customers from the company side, and it is not necessarily an effective marketing means for a small-scale company. Therefore, in this paper, we discuss the application of P2P technology to marketing. First, the essence of P2P is correctly extracted by focusing on the state of the information that changes within a P2P network, and effective fields in business are clarified. Next, by paying attention to characteristics of P2P that have not yet been adequately developed in business, we have recognized that P2P marketing is promising from now on. We devise five models for applying P2P networks to the marketing field (P2P marketing), and clarify P2P's marketing features through comparisons with existing Internet marketing. Consequently, we reveal features not currently held by Web pages or mail. © 2003 IEEE.",,Commerce; Distributed computer systems; Marketing; Websites; Effective field; Internet marketing; Marketing activities; Marketing field; Marketing IS; P2P (peer to peer); P2P technologies; Peer to Peer (P2P) network; Peer to peer networks,,Kunii T.L.Sourin A.Soon S.H.,Institute of Electrical and Electronics Engineers Inc.,,0769519229; 9780769519227,,,English,"Proc. - Int. Conf. Cyberworlds, CW",Conference Paper,Final,,Scopus,2-s2.0-84946236001,2
[No author name available],[No author id available],IFIP TC8/WG8.4 2nd Working Conference on E-Business: Multidisciplinary Research and Practice,2003,IFIP Advances in Information and Communication Technology,123,,,,,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84904328602&partnerID=40&md5=c9e10d6e56b572646aef1aeb28bb0d22,,,The proceedings contain 35 papers. The special focus in this conference is on E-Business. The topics include: The internet and an opportunity to re-invent the banking system; failing with success; models of trust in business-to-consumer electronic commerce; conceptual frames of reference and their influence on E-commerce system development; enhancing mobile commerce; E-business and dot.com driven transformation - a comparison of Australian and Indian experiences in the telecom sector; a strategic comprehensive framework for evaluating is investments; a strategy for small and medium size enterprise adoption of e-business practices in Atlantic Canada; the potentialities of focus groups in e-business research; use of the web for destination marketing by regional tourism organisations in the Asia-pacific region; internet marketing communications; E-business and the formation of strategies; managing a portfolio of supplier relations in internet-driven electronic market places; E-government business strategies and services to citizens; the implications of E-commerce for software project risk; integrating E-commerce into the retail supply chain; integration of an internet-driven supply chain for a medium-size E-commerce company; an investigation into the success factors; governance for E-business knowledge management systems; E-commerce and human resource management; designing an online self-assessment tool utilizing confidence measurement; strategizing for distributed knowledge management; understanding e-business competencies in SMEs; traditional Australian media organisations adoption of the world wide web; the nature of work for employees in a virtual organisation and mobile commerce - the challenges.,,,,,Springer New York LLC,18684238,9.78148E+12,,,English,IFIP Advances in Information and Communication Technology,Conference Review,Final,,Scopus,2-s2.0-84904328602,2
"Husted S.W., Whitehouse F.R., Jr.",57194894030;7102736909;,Cause-Related marketing via the world wide web: A relationship marketing strategy,2002,Journal of Nonprofit and Public Sector Marketing,10,1,,3,22,,7,10.1300/J054v10n01_02,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85000843577&doi=10.1300%2fJ054v10n01_02&partnerID=40&md5=efcd28d57347338c0e20196e533ec41a,"School of Business and Economics, Lynchburg College, VA, United States; School of Business and Economics, Lynchburg College, VA, United States","Husted, S.W., School of Business and Economics, Lynchburg College, VA, United States; Whitehouse, F.R., Jr., School of Business and Economics, Lynchburg College, VA, United States","This paper explores how a small sample of companies are using cause-related marketing and the World Wide Web to support their relationship marketing strategies. The use of corporate social responsibility appeals, whether espousal of or support for socially salient causes, in the design and execution of marketing communication campaigns is developed. The integration of the Internet and company-sponsored websites into cause-related campaigns is discussed. Principles which may govern the use of causes in Web-based campaigns are introduced and the Web efforts of five well-known companies are reviewed. Twelve recommendations are made regarding the effective use of the Web in cause-related marketing efforts. © 2002 by The Haworth Press, Inc. All rights reserved.",Cause related marketing; Corporate social responsibility; Internet; Relationship marketing; Social responsibility marketing; World Wide Web,,,,,10495142,,,,English,J. Nonprofit Public Sect. Mark.,Article,Final,,Scopus,2-s2.0-85000843577,2
"Rogers M., Chesney T., Raeburn S.",56406863000;23491520600;56407036300;,E-procurement in a rural area,2002,ICEIS 2002 - Proceedings of the 4th International Conference on Enterprise Information Systems,2,,,1054,1057,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84908877900&partnerID=40&md5=0c1272a420415322694fab613b47a188,"Social Computing Group, School of Computing, Napier University, Edinburgh, United Kingdom","Rogers, M., Social Computing Group, School of Computing, Napier University, Edinburgh, United Kingdom; Chesney, T., Social Computing Group, School of Computing, Napier University, Edinburgh, United Kingdom; Raeburn, S., Social Computing Group, School of Computing, Napier University, Edinburgh, United Kingdom","E-procurement has great potential to become a major way of transacting in rural areas such as the Scottish Borders where the variety of shops and services offered is limited. The Scottish Borders Council has selected e-procurement as a means to reduce costs, improve process and service delivery, meet Government targets for electronic purchasing and, not least, use e-procurement to assist local businesses in this economically depressed region to become e-commerce capable, thus improving their ability to grow and create wealth and employment in the region. This paper reports the results of research conducted to establish whether recruiting suppliers to e-commerce is likely to be problematic for the Council. Findings show that in terms of connectivity, the Scottish Borders appear ahead of the rest of the UK which is encouraging for the Borders economy and for the Council's e-procurement strategy, although no data is available on actual usage of the Internet, only that the firms have a connection. Fewer of the smaller firms are using the Internet as a marketing tool, that is they do not have even a web site with information only content. The use of ecommerce among Council suppliers is well below the UK average. A number of factors appear to be holding them back. These are discussed.",E-commerce; E-marketplace; Economically depressed region; Small business,Commerce; Electronic commerce; Information systems; Internet; Rural areas; E-marketplaces; e-Procurement; Economically depressed region; Local business; Marketing tools; Number of factors; Service delivery; Small business; Supply chains,"Rogers, M.; Social Computing Group, School of Computing, Napier UniversityUnited Kingdom",Piattini M.Filipe J.Braz J.,ICEIS Press,,9729805067,,,English,ICEIS - Proc. Int. Conf. Enterp. Inf. Syst.,Conference Paper,Final,,Scopus,2-s2.0-84908877900,3
"Illingworth L., Williams D., Burnett S.",14015832300;16029913200;8593916300;,"The costs and benefits of the Internet as a marketing and communications tool: The attitudes, perceptions and experiences within the non-profit environmental sector in Scotland",2002,Aslib Proceedings,54,5,,280,293,,6,10.1108/00012530210448235,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33745169751&doi=10.1108%2f00012530210448235&partnerID=40&md5=989fa7b9865724e363de2b92c897e808,"Centre for Knowledge Management, Robert Gordon University, Aberdeen, United Kingdom; School of Information and Media, Robert Gordon University, Aberdeen, United Kingdom","Illingworth, L., Centre for Knowledge Management, Robert Gordon University, Aberdeen, United Kingdom; Williams, D., School of Information and Media, Robert Gordon University, Aberdeen, United Kingdom; Burnett, S., Centre for Knowledge Management, Robert Gordon University, Aberdeen, United Kingdom","Discusses the findings of a study investigating the attitudes, perceptions and experiences of Scottish non-profit environmental organisations and the costs and benefits of the Internet as a marketing and communications tool. Aims to ascertain whether the size of the organisation and the level of Internet use determines the perceptions and beliefs of non-profit organisations within the environmental sector in Scotland and whether these factors also determines the costs and benefits experienced by Internet users. Finds that regardless of size or the level of use, organisations believe the Internet is a cost-effective way to market their organisations and promote awareness. However, attitudinal factors affect the level of use by small organisations. Overall the organisations within the sample have indicated that the Internet is a low cost, high benefit marketing solution. © MCB UP Limited.",Communications; Consumer attitudes; Internet; Marketing; Non-profit organizations; Scotland,,"Illingworth, L.; Centre for Knowledge Management, Robert Gordon University, Aberdeen, United Kingdom",,Association for Information Management (ASLIB),0001253X,,ASLPA,,English,Aslib Proc,Article,Final,,Scopus,2-s2.0-33745169751,2
"Sparkes A., Thomas B., Clifton N., Rosales M.",7007110266;7401507481;11439018600;57191764317;,The Internet as a Marketing Interface for Welsh Speciality Small and Medium-sized Agri-food Enterprises,2001,Journal of Research in Marketing and Entrepreneurship,3,3,,144,161,,,10.1108/14715200180001484,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84993090090&doi=10.1108%2f14715200180001484&partnerID=40&md5=7f1337bc56e3bbe0fbd46c4920d8f371,"Welsh Enterprise Institute, University of Glamorgan Business School, United Kingdom; Cardiff University, United Kingdom; College of Business Administration, University of South Florida, United States","Sparkes, A., Welsh Enterprise Institute, University of Glamorgan Business School, United Kingdom; Thomas, B., Welsh Enterprise Institute, University of Glamorgan Business School, United Kingdom; Clifton, N., Cardiff University, United Kingdom; Rosales, M., College of Business Administration, University of South Florida, United States","A major challenge facing Welsh speciality Small and Medium-sized Agri-food Enterprises (SMAFEs) is how to sustain growth in a global market. This can be enhanced through e-commerce and the marketing of product through the Internet to an international audience. Recent research carried out by the Welsh Enterprise Institute (WEI) found that there may only be 10 per cent of Welsh SMAFEs using the Internet for this purpose. The challenge, therefore, is how to enable SMAFEs to market effectively their products; to put these small firms not only in contact with local markets but also international markets; to ensure a range of “authentic” food products is available to Welsh communities in other countries and those people with affinity to “all things Welsh”; and to establish channels that facilitate repeat purchase by visitors to Wales. This challenge can be responded to by enabling SMAFEs to gain access to the Internet and to be confidence in its use, to develop “user friendly” Web sites, to link to overseas markets through the Internet, and to establish a long-term customer base. The WEI has undertaken a two stage survey to measure SMAFE usage of e-mail and the Internet in Wales. The buying habits of Welsh Affinity Groups (WAGs) on the Internet in the USA, Canada and other countries has also been studied and it is planned to establish network links between the SMAFEs and the WAGs, and communities overseas. This paper describes the survey of SMAFEs in Wales and reports on the analysis of the findings together with recommendations for the establishment of a comprehensive Welsh food portal. This is related to the study of the WAGs in the USA and Canada and a proposal for the development of a virtual “market place” between the SMAFEs and the WAGs is explored. The WEI has joined forces with Web design companies WebAware and MAWR Ltd., to offer high quality consultancy and advice to provide Web site and e-commerce solutions relevant to SMAFEs to create an anticipated multi-million pound net gain to Wales and the Welsh Agri-food sector through world-wide sales. A Welsh food portal is therefore of immense importance as a marketing entrepreneurship interfacing tool not only to Agri-food enterprises in Wales but also to customers from across the World. The paper concludes by arguing for the need for appropriate support to be provided for speciality Welsh SMAFEs to make them aware of the importance of the adoption of e-commerce including the Internet and Web sites. This paper is a version of one that has been published in the International Journal of Applied Marketing, published by International Marketing Journals, ISSN: 1742-2612. © 2001, MCB UP Limited",Agricultural and food technology; Small to medium sized enterprises; Wales,,,,,14715201,,,,English,J. Res. Mark. Entrep.,Review,Final,,Scopus,2-s2.0-84993090090,3
Yan J.,57129429800;,Online branding: An antipodean experience,2001,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),2105,,,185,202,,1,10.1007/3-540-47749-7_15,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79960486381&doi=10.1007%2f3-540-47749-7_15&partnerID=40&md5=2f265abe6cb268f563b46fa5a9e77627,"CEO, Jack Yan and Associates, PO Box 14-368, Wellington, 6041, New Zealand","Yan, J., CEO, Jack Yan and Associates, PO Box 14-368, Wellington, 6041, New Zealand","Australia and New Zealand enjoy high per-capita internet usage and have a small group of organizations that have succeeded globally on the web despite less capitalization and fewer resources. The author, a web pioneer and identity expert, examines how they have instead leveraged brands and intellectual capital, and looks at implications for all firms wishing to incorporate a web element to their marketing. © Springer-Verlag Berlin Heidelberg 2001.",,Knowledge management; Australia; Intellectual capital; Internet usage; New zealand; Per capita; Internet,"Yan, J.; CEO, Jack Yan and Associates, PO Box 14-368, New Zealand; email: jack.yan@jyanet.com",Kim W.Ling T.-W.Park S.-S.Lee Y.-J.,Springer Verlag,3029743,3540423133; 9783540423133,,,English,Lect. Notes Comput. Sci.,Conference Paper,Final,,Scopus,2-s2.0-79960486381,2
Christian R.,56122415000;,Developing an online access strategy: Issues facing small to medium-sized tourism and hospitality enterprises,2001,Journal of Vacation Marketing,7,2,,170,178,,27,10.1177/135676670100700206,https://www.scopus.com/inward/record.uri?eid=2-s2.0-12444309549&doi=10.1177%2f135676670100700206&partnerID=40&md5=80260dc13ed4feeff425cf7279e1910b,"PO Box 584, Byron Bay, NSW 2481, Australia","Christian, R., PO Box 584, Byron Bay, NSW 2481, Australia","This paper examines the use of the Internet as a marketing and promotional tool within the tourism and hospitality industries. Taking the situation in Australia as an example, the use of the Internet as a promotional tool has not taken hold among small to medium tourism enterprises. It has been suggested that this reluctance to embrace the Internet is due to a range of impediments such as high costs and issues related to adopting new technologies. This paper suggests that a poor understanding of the technology combined with the plethora of jargon and confusing information concerning Internet marketing and promotion is more likely to be the main cause of the slow uptake. This paper also outlines some of the main considerations in developing a site and/or choosing a special-interest site or portal to join. Finally, the case of a special-interest site that serves small to medium businesses is looked at. © Henry Stewart Publications.",Byron Bay; Internet; marketing; portal; tourism,,"Christian, R.; PO Box 584, Byron Bay, NSW 2481, Australia; email: rickchristian@travelpromote.com.au",,SAGE Publications Ltd,13567667,,,,English,J. Vacat. Mark.,Article,Final,,Scopus,2-s2.0-12444309549,2
"Byers Ken, Plummer Terry",6701613782;57196599746;,Internet technology leads way into the new millennium,2000,Wood Technology,127,2,,,,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0033906195&partnerID=40&md5=b325ff75e6637855619b4a17d800b0e3,"Decision Dynamics Inc, Lake Oswego, United States","Byers, Ken, Decision Dynamics Inc, Lake Oswego, United States; Plummer, Terry, Decision Dynamics Inc, Lake Oswego, United States","The Internet has made information and communication accessible without time, place or format constraints. Current technologies and applications have enabled large, mid-size, and small companies to participate on an equal basis, changing the paradigm of how business is conducted. Internet also helps wood processors in supporting business decisions and in supporting new ways of marketing to and relating with customers.",,Data communication systems; Decision support systems; Electronic commerce; Industrial economics; Marketing; World Wide Web; Web marketing; Wood,"Byers, Ken; Decision Dynamics Inc, Lake Oswego, United States",,"Miller Freeman Inc, San Francisco, CA, United States",10671064,,294,,English,Wood Technol,Article,Final,,Scopus,2-s2.0-0033906195,2
"Poon S., Swatman P.",7102884282;6603417483;,A Longitudinal Study of Expectations in Small Business Internet Commerce,1999,International Journal of Electronic Commerce,3,3,,21,33,,60,10.1080/10864415.1999.11518339,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0038697029&doi=10.1080%2f10864415.1999.11518339&partnerID=40&md5=02ca8aa0b107cf077a38f0ef489ebb09,,"Poon, S.; Swatman, P.","This paper examines the gap between expectation and realization among a group of small Australian firms that engaged in small business Internet commerce (SBIC) over a 20-month period. Essentially, small firms on-line believed that the Internet is important in terms of competitiveness, although some of their early expectations about the ability of SBIC to generate instant competitive advantage had began to wane. The most useful effects of the Internet were in information gathering and time savings, but results in advertising and sales were less encouraging. Internet marketing effectiveness was found to be industry-sector-dependent.",Electronic commerce; Internet commerce; Small business internet commerce,,,,M.E. Sharpe Inc.,10864415,,,,English,Int. J. Elect. Commer.,Article,Final,,Scopus,2-s2.0-0038697029,3
