Authors,Authors_ID,Title,Year,Source_title,Global_Citations,Affiliations,Abstract,Author_Keywords,Index_Keywords,Abb_Source_Title,Document_Type,calificacion,ID,Num_Authors,Frac_Num_Documents,Countries,Country_1st_Author,Abstract_Keywords,Abstract_Author_Keywords,Abstract_Index_Keywords,Bradford_Law_Zone,Institutions,Institution_1st_Author,Author_Keywords_CL,Index_Keywords_CL,Keywords,Keywords_CL,Abstract_Author_Keywords_CL,Abstract_Index_Keywords_CL,Abstract_Keywords_CL
Manarte N;Teixeira MS,56161469900;34980074600,E-marketing,2011,"Innovations in SMEs and Conducting E-Business: Technologies, Trends and Solutions",9.0,"UTAD - University of Tras-os-Montes e Alto Douro, Portugal","in this chapter, we will present e-marketing and the channels, tools, and techniques that can be used by small and medium enterprises (smes), so that they can optimize the benefits of an online presence. knowing its customers is the starting point for any firm's marketing activity, so we will start by presenting some concepts that are related to the process of gathering information about e-customers. the company website is the gateway to internet marketing, so it is important to promote it in a variety of ways that will be explained later. selling online can be an interesting option, but this decision should only be taken after considering the pros and cons that it involves. to conclude, we will talk about the e-marketing plan, which should guarantee that the objectives, strategies, and actions of online marketing are coherently integrated with the offline marketing plan. ",,,"Innovations in SMEs and Conducting E-Business: Technol, Trends and Solutions",Book Chapter,2,214,2,0.5,portugal,portugal,benefits;channels;e-marketing;information;internet marketing;marketing;offline;online;online marketing;small and medium enterprises;smes;tools;website,benefits;channels;e-marketing;information;internet marketing;marketing;offline;online;online marketing;small and medium enterprises;smes;tools;website,benefits;e-marketing;internet marketing;marketing;online;online marketing;smes,1.0,University of Tras PRT,University of Tras PRT,,,,,benefits;channels;e-marketing;information;internet marketing;market;offline;online;online marketing;small and medium enterprise;sme;tools;website,benefits;e-marketing;internet marketing;market;online;online marketing;sme,benefits;channels;e-marketing;information;internet marketing;market;offline;online;online marketing;small and medium enterprise;sme;tools;website
De Silva S,56161230800,Key contracts needed for SMEs conducting e-business: A practical guide from a UK law perspective,2011,"Innovations in SMEs and Conducting E-Business: Technologies, Trends and Solutions",0.0,"Taylor Walton LLP, United Kingdom; Surrey European Management School, University of Surrey, United Kingdom","in order for a small to medium enterprise (sme) to conduct business electronically, that sme requires the establishment of a website. this requires agreements relating to (1) website development, (2) website hosting (3), internet access, and (4) online content and advertising. the chapter will provide a practical guide from a uk law perspective for a sme in relation to the issues which should be considered when contracts for the above mentioned services are negotiated. the chapter does not cover the issues relating to how the sme should set up its arrangements with its own customers (for example, through website terms and conditions) nor does it consider e-commerce legislation required when conducting business on the internet. ",,,"Innovations in SMEs and Conducting E-Business: Technol, Trends and Solutions",Book Chapter,3,215,1,1.0,united kingdom,united kingdom,advertising;business;e-commerce;internet;online;services;small;sme;the internet;website,advertising;business;e-commerce;internet;online;services;small;sme;the internet;website,advertising;business;e-commerce;internet;online;small;sme,1.0,University of Surrey GBR,University of Surrey GBR,,,,,advertisement;business;e-commerce;internet;online;services;small;sme;the internet;website,advertisement;business;e-commerce;internet;online;small;sme,advertisement;business;e-commerce;internet;online;services;small;sme;the internet;website
Liu L;Wang Q,35868120400;16044062200,A SaaS-based web call center system for network marketing,2011,"Proceedings - 2011 6th International Conference on Pervasive Computing and Applications, ICPCA 2011",0.0,"PCN and CAD Center, Beijing University of Posts and Telecommunications, Beijing, China","with the maturity of soa and rapid development of internet, a new type of software delivery mode named saas (software as a service) which provides the customers functionalities needed arises. it saves the cost of it operation and suits to the small to medium firms very much. ecommerce has grown extraordinarily nowadays with widespread internet usage. network marketing is becoming more and more important in ecommerce. how to collect visitors' behavior data and communicate with non-identity users through instant message are main problems to be solved. in this paper, a saas-based web call center system for network marketing is proposed. this system is based on marketing funnel theory and pdca model, and increases conversion rate in network marketing in the end. ",,call centers;conversion rates;delivery modes;electronic commerce;instant messages;internet;internet usage;marketing;network marketing;rapid development;software as a service;ubiquitous computing,"Proc - Int Conf Pervasive Comput Appl, ICPCA",Conference Paper,2,216,2,0.5,china,china,behavior;cost;ecommerce;internet;internet usage;marketing;network marketing;problems;rapid development;small;software;software as a service;system,behavior;ecommerce;internet;internet usage;marketing;network marketing;problems;small;software;system,behavior;cost;internet;internet usage;marketing;network marketing;rapid development;small;software;software as a service,3.0,Beijing University of Posts and Telecommunications CHN,Beijing University of Posts and Telecommunications CHN,,call centers;conversion rates;delivery modes;electronic commerce;instant messages;internet;internet usage;market;network marketing;rapid development;software as a service;ubiquitous computing,call centers;conversion rates;delivery modes;electronic commerce;instant messages;internet;internet usage;marketing;network marketing;rapid development;software as a service;ubiquitous computing,call centers;conversion rates;delivery modes;electronic commerce;instant messages;internet;internet usage;market;network marketing;rapid development;software as a service;ubiquitous computing,behavior;ecommerce;internet;internet usage;market;network marketing;problems;small;software;system,behavior;cost;internet;internet usage;market;network marketing;rapid development;small;software;software as a service,behavior;cost;ecommerce;internet;internet usage;market;network marketing;problems;rapid development;small;software;software as a service;system
Sainz de Abajo B;de la Torre Diez I;Coronado ML;de Castro Lozano C,36186036700;55665183400;57190706218;36185113800,Analysis of the variables which determine a good e-marketing strategy: The techniques most used during times of crisis,2011,"Innovations in SMEs and Conducting E-Business: Technologies, Trends and Solutions",6.0,"University of Valladolid, Spain; Department of Signal Theory and Communications, University of Valladolid, Spain; Department of Computer Science, University of Cordoba, Spain","internet marketing covers all aspects related to the promotion and sale of a product or service through the internet. this chapter demonstrates how adequate planning is fundamental in a small and medium-sized enterprise (sme) to increase sales. the objective is to analyze the aspects which must be taken into consideration when developing a good e-marketing strategy and to study some of the different alternatives that the internet and e-marketing make available to us: e-mail marketing, viral e-marketing, geomarketing, and positioning within search engines. also the concept of customer relationship management (crm) will be analyzed. the leap into the global market is not easy and the reduction in budgets has inspired marketing professionals to adopt strategies which can be measured and the results controlled, pointing out that the online tactics and tools used by the vast majority of marketing professionals in their strategic plan are banners, search engines, and e-mail. ",,,"Innovations in SMEs and Conducting E-Business: Technol, Trends and Solutions",Book Chapter,2,217,4,0.25,spain,spain,crm;customer relationship management;e-mail marketing;e-marketing;global market;internet marketing;marketing;online;planning;product;promotion;sales;search engines;small and medium-sized enterprise;sme;the internet;tools;viral,crm;customer relationship management;e-mail marketing;e-marketing;internet marketing;marketing;online;product;promotion;search engines;sme;the internet;tools;viral,e-marketing;global market;internet marketing;marketing;online;planning;product;sales;search engines;small and medium-sized enterprise;sme;viral,1.0,University of Valladolid ESP;University of Valladolid ESP;Universidad de Cordoba ESP,University of Valladolid ESP,,,,,crm;customer relationship management;e-mail marketing;e-marketing;internet marketing;market;online;product;promotion;search engine;sme;the internet;tools;viral,e-marketing;global market;internet marketing;market;online;planning;product;sales;search engine;small and medium-sized enterprises (smes);sme;viral,crm;customer relationship management;e-mail marketing;e-marketing;global market;internet marketing;market;online;planning;product;promotion;sales;search engine;small and medium-sized enterprises (smes);sme;the internet;tools;viral
Kung MT;Zhang Y,36748921300;57196206429,Creating competitive markets for small businesses with new media and E-business strategy,2011,International Journal of e-Business Research,12.0,"California State University at Fullerton, United States","the innovative and dynamic nature of e-business enables small companies to compete with multinational corporations via online marketing. this paper serves as a guide from a practitioner's perspective to embark in e-business while traditional marketing strategies are diminished. three e-business adoption models for small enterprises are discussed. planning involving new media, internet technological capabilities and marketing strategies are examined. a literature review on new media gives a comprehensive study of online marketing. to evaluate the effectiveness of the e-business approach, a case study of a family chain of hotels is presented. copyright ",e-business;internet adoption;new media;online marketing;small business,,Int J E-Bus Res,Review,3,218,2,0.5,united states,united states,adoption models;case study;e-business;effectiveness;hotels;internet;marketing strategies;new media;online marketing;planning;review;small companies;small enterprises,adoption models;case study;e-business;effectiveness;internet;marketing strategies;new media;online marketing;small enterprises,e-business;effectiveness;hotels;internet;marketing strategies;online marketing;planning;review;small companies,1.0,California State University at Fullerton USA,California State University at Fullerton USA,e-business;internet adoption;new media;online marketing;small business,,e-business;internet adoption;new media;online marketing;small business,e-business;internet adoption;new media;online marketing;small business,adoption model;case study;e-business;effectiveness;internet;marketing strategies;new media;online marketing;small enterprise,e-business;effectiveness;hotel;internet;marketing strategies;online marketing;planning;review;small companies,adoption model;case study;e-business;effectiveness;hotel;internet;marketing strategies;new media;online marketing;planning;review;small companies;small enterprise
Wang S;Hong Y;Archer N;Wang Y,56874965200;37048817200;7006158219;7601511272,Modeling the success of small and medium sized online vendors in business to business electronic marketplaces in china: A motivation - Capability framework,2011,Journal of Global Information Management,3.0,"Renmin University of China, China; Temple University, United States; McMaster University, Canada; Fudan University, China","this paper explores the performance of chinese small and medium sized enterprises (smes) on business-to-business (b2b) electronic marketplaces (ems). based on a content analysis of 155 cases of high performing online chinese vendors, this paper explains the success of sme online b2b vendors within a motivation-capability framework. this first generation of sme b2b online vendors proved highly motivated to increase sales and developed a set of internet leveraged organizational capabilities to compete online, including capabilities for online marketing, product innovation, ecommerce management, etc. this study differs from traditional wisdom that online marketplaces will render guanxi (a chinese cultural phenomenon defined as close and pervasive interpersonal relationships, yang, 1994) irrelevant since online marketplaces are perceived to be impersonal. in fact, guanxi still matters online, but it takes new forms. this research offers important managerial implications for b2b sme online vendors on how to leverage ems for higher performance. ",digital organizational capabilities;e-commerce performance;entrepreneurial motivation;guanxi;resource based view;sme online b2b vendors,business to business;content analysis;electronic commerce;electronic marketplaces;guanxi;industry;interpersonal relationship;managerial implications;motivation;new forms;online marketing;online marketplaces;online vendors;organizational capabilities;product innovation;resource-based view;small and medium-sized enterprise;sme online b2b vendors,J Global Inf Manage,Article,3,219,4,0.25,china;canada;united states,china,content analysis;ecommerce;electronic marketplaces;etc;guanxi;internet;management;managerial implications;new forms;online;online marketing;online marketplaces;online vendors;organizational capabilities;performance;product innovation;research;sales;sme;sme online b2b vendors;smes,ecommerce;etc;guanxi;internet;management;online;online marketing;performance;sme;sme online b2b vendors;smes,content analysis;electronic marketplaces;guanxi;internet;management;managerial implications;new forms;online;online marketing;online marketplaces;online vendors;organizational capabilities;product innovation;research;sales;sme;sme online b2b vendors;smes,3.0,Renmin University of China CHN;Temple University USA;Mcmaster University CAN;Fudan University CHN,Renmin University of China CHN,digital organizational capabilities;e-commerce performance;entrepreneurial motivation;guanxi;resource-based view;sme online b2b vendors,business to business;content analysis;electronic commerce;electronic marketplaces;guanxi;industry;interpersonal relationship;managerial implications;motivation;new forms;online marketing;online marketplaces;online vendors;organizational capabilities;product innovation;resource-based view;small and medium-sized enterprises (smes);sme online b2b vendors,business to business;content analysis;digital organizational capabilities;e-commerce performance;electronic commerce;electronic marketplaces;entrepreneurial motivation;guanxi;industry;interpersonal relationship;managerial implications;motivation;new forms;online marketing;online marketplaces;online vendors;organizational capabilities;product innovation;resource based view;resource-based view;small and medium-sized enterprise;sme online b2b vendors,business to business;content analysis;digital organizational capabilities;e-commerce performance;electronic commerce;electronic marketplaces;entrepreneurial motivation;guanxi;industry;interpersonal relationship;managerial implications;motivation;new forms;online marketing;online marketplaces;online vendors;organizational capabilities;product innovation;resource-based view;small and medium-sized enterprises (smes);sme online b2b vendors,ecommerce;etc;guanxi;internet;management;online;online marketing;performance;sme;sme online b2b vendors;sme,content analysis;electronic marketplaces;guanxi;internet;management;managerial implications;new forms;online;online marketing;online marketplaces;online vendors;organizational capabilities;product innovation;research;sales;sme;sme online b2b vendors;sme,content analysis;ecommerce;electronic marketplaces;etc;guanxi;internet;management;managerial implications;new forms;online;online marketing;online marketplaces;online vendors;organizational capabilities;performance;product innovation;research;sales;sme;sme online b2b vendors;sme
Carneiro RG,55951249200,Digital TV vs internet: Similarities suggest future opportunities for SMEs to advertise on digital TV,2011,EuroITV'11 - Proceedings of the 9th European Interactive TV Conference,0.0,"Universitat Autonoma de Barcelona, Departament de Comunicacio Audiovisual I Publicitat, 08193 Bellaterra, Spain","television has been a medium commonly used by enterprises to promote their values, products, services and offers. tv advertising can be expensive, affordable only to enterprises with a substantial budget for promotion. that leaves a great number of small and medium enterprises (smes) out of the tv advertising business. in contrast, the internet has presented smes with some interesting tools and services that help them advertise more easily on the web. tv's current development leads to a broadband connected and more interactive environment. which leads us to the question: can digital tv offer elements similar to the internet, that help smes in the process of creating and running an advertising campaign? this paper looks at tools and services on the internet, that suit smes advertising needs and limitations and then focuses on similar elements among emerging services and applications made for digital tv. the focus remains on three key elements: accountability, addressability and production. ",advertising;connected tv;digital tv;small business;sme,advertising campaign;connected tv;digital television;digital tv;industry;interactive environments;internet;key elements;marketing;services and applications;small and medium enterprise;small business;sme;telecommunication networks;user interfaces,EuroITV - Proc Eur Interact TV Conf,Conference Paper,2,220,1,1.0,spain,spain,advertising;advertising campaign;business;digital tv;enterprises;interactive;key elements;promotion;services;services and applications;small and medium enterprises;smes;television;the internet;tools,advertising;business;digital tv;enterprises;interactive;promotion;services;small and medium enterprises;smes;the internet;tools,advertising;advertising campaign;business;digital tv;key elements;services and applications;smes;television,3.0,Universitat Autonoma de Barcelona ESP,Universitat Autonoma de Barcelona ESP,advertisement;connected tv;digital tv;small business;sme,advertising campaign;connected tv;digital television;digital tv;industry;interactive environments;internet;key elements;market;services and applications;small and medium enterprise;small business;sme;telecommunication networks;user interfaces,advertising;advertising campaign;connected tv;digital television;digital tv;industry;interactive environments;internet;key elements;marketing;services and applications;small and medium enterprise;small business;sme;telecommunication networks;user interfaces,advertisement;advertising campaign;connected tv;digital television;digital tv;industry;interactive environments;internet;key elements;market;services and applications;small and medium enterprise;small business;sme;telecommunication networks;user interfaces,advertisement;business;digital tv;enterprises;interactive;promotion;services;small and medium enterprise;sme;the internet;tools,advertisement;advertising campaign;business;digital tv;key elements;services and applications;sme;television,advertisement;advertising campaign;business;digital tv;enterprises;interactive;key elements;promotion;services;services and applications;small and medium enterprise;sme;television;the internet;tools
Burgess L;Parish B;Alcock C,15749118500;56576150100;37049843400,To what extent are regional tourism organizations (RTOs) in Australia leveraging the benefits of web technology for destination marketing and eCommerce?,2011,Electronic Commerce Research,29.0,"Marketing Research Innovation Centre, Faculty of Commerce, University of Wollongong, Wollongong, NSW 2522, Australia","the information-intensive nature of the tourism and travel industry suggests an important role for web technology in the promotion and marketing of tourist destinations. the rapid development of the internet and www is having profound impacts on the industry. in fact, according to tourism australia, travel and tourism has become the single largest category of products sold over the internet (tourism white paper, destinations online: approaches for regional tourism organizations, center for regional tourism research, southern cross university, 2007). with reports of travel purchases being one of the fastest growing segments of the internet community it is no surprise that the number of tourism operators on the web has increased considerably over the past few years. this paper presents the results of a longitudinal study that seeks to determine if and to what extent, regional tourism organizations (rtos) in australia are leveraging the benefits of web technology for destination marketing and ecommerce. the study was undertaken over an eight year period from 2000 to 2008, using the extended model of internet commerce adoption (emica) (burgess and cooper, international conference on telecommunications and electronic commerce, dallas, november, 2000). a significant finding of this study is that despite assertions that the tourism industry is leading the field in terms of ecommerce adoption (buhalis and law, information and communication technologies in tourism, ljubljana, springer, berlin, 2007), and this may hold true with some providers in the sector (for example, hotels and airlines) it does not appear to be the case with australian rtos who have been slow to embrace ecommerce. the results of the study also add support to the premise of emica, that is, in developing commercial websites, businesses (particularly, smes) in this industry sector typically start simply by establishing a presence on the web and build on functionality over time, as their experience with and expertise in the use of internet and web technologies increases and they become more aware of the benefits the web has to offer. ",destination marketing;ecommerce;emica;internet;regional tourism;world wide web,,Electron Commer Res,Article,2,221,3,0.3333333333333333,australia,australia,adoption;australia;benefits;destination marketing;ecommerce;electronic commerce;emica;hotels;impacts;industry;information and communication technologies;international;internet;internet commerce;marketing;online;promotion;rapid development;regional tourism;research;smes;the internet;time;tourism;web technology;websites,adoption;australia;benefits;destination marketing;ecommerce;electronic commerce;emica;impacts;international;internet;internet commerce;marketing;online;promotion;regional tourism;smes;the internet;tourism;web technology;websites,adoption;australia;benefits;electronic commerce;hotels;industry;information and communication technologies;internet;marketing;online;rapid development;research;smes;time;tourism;websites,3.0,University of Wollongong AUS,University of Wollongong AUS,destination marketing;ecommerce;emica;internet;regional tourism;world wide web,,destination marketing;ecommerce;emica;internet;regional tourism;world wide web,destination marketing;ecommerce;emica;internet;regional tourism;world wide web,adoption;australia;benefits;destination marketing;ecommerce;electronic commerce;emica;impacts;international;internet;internet commerce;market;online;promotion;regional tourism;sme;the internet;tourism;web technology;website,adoption;australia;benefits;electronic commerce;hotel;industry;information and communication technologies;internet;market;online;rapid development;research;sme;time;tourism;website,adoption;australia;benefits;destination marketing;ecommerce;electronic commerce;emica;hotel;impacts;industry;information and communication technologies;international;internet;internet commerce;market;online;promotion;rapid development;regional tourism;research;sme;the internet;time;tourism;web technology;website
Sheng C;Erqin M,47361710200;47360903500,A study on e-commerce outsourcing research and WBS internet marketing,2011,Communications in Computer and Information Science,1.0,"Management School, Donghu College, Wuhan University, Wuhan 430212, China","with the electronic commerce outsourcing companies's appearance and development, the drawbacks in the electronic commerce and the internet marketing for sems also are becoming more remarkable, in view of this situation, the paper analyzes the respective advantages and disadvantages for both professional e-commerce outsourcing companies and enterprises doing e-commerce themselves, combined with the current development status of internet marketing, this paper made a summary, put forward wbs e-commerce marketing outsourced new mode. this mode through the comprehensive enterprise marketing type website, e-commerce integrated model and search engine marketing three as one to develop the internet promotion and online sales. using the model neatly to carry out interner marketing activities can bring great benefits for enterprise. ",business;e-commerce;internet marketing;outsourcing;sme;wbs;website,economics;electronic commerce;integrated models;internet;internet marketing;marketing;marketing activities;online sales;outsourcing;outsourcing companies;research and development management;search engines;sme;telecommunication networks;wbs,Commun Comput Info Sci,Conference Paper,3,222,2,0.5,china,china,benefits;e-commerce;electronic commerce;enterprises;internet marketing;marketing;marketing activities;online sales;outsourcing companies;promotion;search engine marketing;the internet;wbs;website,benefits;e-commerce;electronic commerce;enterprises;internet marketing;marketing;online sales;promotion;search engine marketing;the internet;wbs;website,benefits;e-commerce;electronic commerce;internet marketing;marketing;marketing activities;online sales;outsourcing companies;wbs,2.0,Wuhan University CHN,Wuhan University CHN,business;e-commerce;internet marketing;outsourcing;sme;wbs;website,economics;electronic commerce;integrated models;internet;internet marketing;market;marketing activities;online sales;outsourcing;outsourcing companies;research and development management;search engine;sme;telecommunication networks;wbs,business;e-commerce;economics;electronic commerce;integrated models;internet;internet marketing;marketing;marketing activities;online sales;outsourcing;outsourcing companies;research and development management;search engines;sme;telecommunication networks;wbs;website,business;e-commerce;economics;electronic commerce;integrated models;internet;internet marketing;market;marketing activities;online sales;outsourcing;outsourcing companies;research and development management;search engine;sme;telecommunication networks;wbs;website,benefits;e-commerce;electronic commerce;enterprises;internet marketing;market;online sales;promotion;search engine marketing;the internet;wbs;website,benefits;e-commerce;electronic commerce;internet marketing;market;marketing activities;online sales;outsourcing companies;wbs,benefits;e-commerce;electronic commerce;enterprises;internet marketing;market;marketing activities;online sales;outsourcing companies;promotion;search engine marketing;the internet;wbs;website
Chong WK;Man KL;Chen C;Lai HY,43660931800;55536496100;57203642626;45961299300,Design and development of B2B e-Commerce framework for Malaysian SMEs,2011,IMECS 2011 - International MultiConference of Engineers and Computer Scientists 2011,2.0,"Department of Business, Economics and Management, Xi'an Jiaotong-Liverpool University, Suzhou, China; Department of Computer Science and Software Engineering, Xi'an Jiaotong-Liverpool University, Suzhou, China; Global Institute of Software Technology, Suzhou, China",with internet technologies increasing e-marketing is growing exponentially. the small and medium sized enterprises (smes) should take advantage of the internet and refocus their business strategies to improve their competitiveness. the development and usage of business-to-business (b2b) e-commerce enabling technology has caused profound changes to the e-business environment. the purpose of this paper is to develop an e-marketing framework for smes in conducting b2b e-marketing in malaysia,b2b e-marketplace;e-marketing;malaysia;smes,b2b e-commerce;b2b e-marketplace;business strategy;business to business;competition;computer science;design and development;e business environment;e-marketing;electronic commerce;enabling technologies;engineers;industry;internet;internet technology;malaysia;malaysians;marketing;small and medium-sized enterprise;smes;telecommunication networks,IMECS - Int MultiConference Eng Comput Scientists,Conference Paper,3,223,4,0.25,china,china,business;competitiveness;e-commerce;e-marketing;internet;malaysia;smes;the internet,business;competitiveness;e-commerce;e-marketing;internet;malaysia;smes;the internet,business;e-commerce;e-marketing;internet;malaysia;smes,3.0,Liverpool University CHN;Liverpool University CHN;Global Institute of Software Technology CHN,Liverpool University CHN,b2b e-marketplace;e-marketing;malaysia;sme,b2b e-commerce;b2b e-marketplace;business strategy;business to business;competition;computer science;design and development;e business environment;e-marketing;electronic commerce;enabling technologies;engineers;industry;internet;internet technology;malaysia;malaysians;market;small and medium-sized enterprises (smes);sme;telecommunication networks,b2b e-commerce;b2b e-marketplace;business strategy;business to business;competition;computer science;design and development;e business environment;e-marketing;electronic commerce;enabling technologies;engineers;industry;internet;internet technology;malaysia;malaysians;marketing;small and medium-sized enterprise;smes;telecommunication networks,b2b e-commerce;b2b e-marketplace;business strategy;business to business;competition;computer science;design and development;e business environment;e-marketing;electronic commerce;enabling technologies;engineers;industry;internet;internet technology;malaysia;malaysians;market;small and medium-sized enterprises (smes);sme;telecommunication networks,business;competition;e-commerce;e-marketing;internet;malaysia;sme;the internet,business;e-commerce;e-marketing;internet;malaysia;sme,business;competition;e-commerce;e-marketing;internet;malaysia;sme;the internet
Nair S,54420797400,Internet marketing basics for small and medium size manufacturers,2011,Chimica Oggi,0.0,"Apotex Fermentation Inc., 40 Scurfield Boulevard, Winnipeg, MB R3Y 1G4, Canada","the article describes simple marketing techniques to enhance the presence of small and medium size enterprises (sme's) on the web. sponsorships, participation at scientific meetings and memberships industry/professional organizations are critical both to cyberspace in and real world marketing",,,Chim Oggi,Article,3,224,1,1.0,canada,canada,article;enterprises;marketing;small;sme,enterprises;marketing;small;sme,article;marketing;small;sme,3.0,,,,,,,enterprises;market;small;sme,article;market;small;sme,article;enterprises;market;small;sme
Kirchhoff SM,56957982400,Advertising industry in the digital age,2011,Advertising: Developments and Issues in the Digital Age,0.0,,"the advertising industry is a major sector of the u.s. economy, employing hundreds of thousands of workers and accounting for about 2% of the nation's annual output, according to some estimates. advertising campaigns by large firms and small businesses provide consumers with product information and generate crucial income for newspapers, television and radio stations, magazines, and other ventures. the advertising industry is in the midst of a fundamental restructuring, however. the deep recession has depressed ad spending. at the same time, the industry faces longer-term challenges as consumers migrate from traditional media to digital platforms such as websites, cell phones, mobile e-readers, and gaming networks. the emerging digital market offers great advantages including lower distribution costs, the ability to target ads to individuals rather than broad groups, and more precise tools to measure ad impact. but the rise of cut-rate online advertising has hurt media companies and businesses that depend on ad revenue. the changing structure of the market is also forcing changes in ad presentation and content, with implications for consumer privacy, internet regulation, and media profitability. u.s. advertising spending declined in 2008. deeper reductions are forecast for 2009. the sharp drop in ad dollars has prompted advertising agencies and media companies to lay off tens of thousands of workers and curtail production. though the market is projected to gradually stabilize, some ad-dependent businesses like newspapers and magazines may not see revenues return to pre-recession levels for years, if then. online advertising has slowed during the recession, though it is expected to claim a growing share of the market over the longer term. internet advertising has nearly doubled since 2005, to about 12% of the market, and some forecasts call for it to more than double again by 2014. digital advertisers are experimenting with a variety of approaches to reach consumers, who are not only dispersed among a multitude of web pages, games, and social networks, but have more power to screen content using pop-up blockers or video recording devices. firms are using ""behavioral advertising"" (tailoring ads to individuals based on technology that tracks their web activities) or, increasingly, marketing on their own websites or through bloggers. the most successful approach to date is ""search"" advertising-where companies like google and yahoo sell ads as part of consumer-initiated information queries on their browsers. search advertising, dominated by a few large firms, accounted for nearly half of digital ad revenues in 2008. the online market is generally compressed, with the top 10 digital ad firms garnering 71% of online revenue in the second quarter of 2009. congress has long regulated advertising to protect consumers and ensure fair competition. lawmakers are now debating whether, or how, to update advertising laws for the internet age, without stifling growth or unduly hurting media outlets dependent on advertising revenue. house members are mulling legislation to enhance privacy rights, which could limit the growth of behavioral advertising. the u.s. food and drug administration (fda) is examining pharmaceutical marketing in social networks and recently set policies for online marketing. the federal trade commission (ftc) has released guidelines calling on bloggers to disclose paid product reviews. other potential issues include looking at advertising in online games and online political advertising. ",,,Advert: Dev and Issues in the Digit Age,Book Chapter,2,225,1,1.0,,,advertising;advertising campaigns;challenges;competition;consumer;consumers;costs;digital;google;industry;information;internet;internet advertising;market;marketing;media;mobile;online;online advertising;online marketing;privacy;product;profitability;small businesses;social networks;television;the internet;time;tools;websites,advertising;advertising campaigns;challenges;consumers;digital;google;information;internet;internet advertising;market;marketing;media;mobile;online;online advertising;online marketing;privacy;product;small businesses;social networks;the internet;tools;websites,advertising;challenges;competition;consumer;costs;google;industry;internet;internet advertising;marketing;online;online advertising;online marketing;product;profitability;social networks;television;time;websites,3.0,,,,,,,advertisement;advertising campaign;challenges;consumer;digital;google;information;internet;internet advertising;market;market;media;mobile;online;online advertisements;online marketing;privacy;product;small business;social network;the internet;tools;website,advertisement;challenges;competition;consumer;cost;google;industry;internet;internet advertising;market;online;online advertisements;online marketing;product;profitability;social network;television;time;website,advertisement;advertising campaign;challenges;competition;consumer;consumer;cost;digital;google;industry;information;internet;internet advertising;market;market;media;mobile;online;online advertisements;online marketing;privacy;product;profitability;small business;social network;television;the internet;time;tools;website
